DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity
2023-01-06 22:53:00,30,40,68
2023-01-06 23:53:00,30,42,62
2023-01-07 00:53:00,30,42,63
2023-01-07 01:53:00,34,42,73
2023-01-07 02:53:00,34,43,70
2023-01-07 03:53:00,34,43,70
2023-01-07 04:53:00,35,43,73
2023-01-07 05:53:00,35,44,71
2023-01-07 06:53:00,36,43,75
2023-01-07 07:53:00,37,42,84
2023-01-07 08:53:00,39,43,87
2023-01-07 09:53:00,41,45,86
2023-01-07 10:25:00,41,45,87
2023-01-07 10:53:00,41,46,83
2023-01-07 11:53:00,41,47,80
2023-01-07 12:28:00,43,46,87
2023-01-07 12:53:00,43,48,82
2023-01-07 13:53:00,43,48,82
2023-01-07 14:53:00,43,48,82
2023-01-07 15:45:00,45,48,87
2023-01-07 15:53:00,45,49,85
2023-01-07 16:53:00,45,49,85
2023-01-07 17:12:00,45,48,87
2023-01-07 17:23:00,45,48,87
2023-01-07 17:37:00,45,48,87
2023-01-07 17:53:00,45,49,85
2023-01-07 21:12:00,48,48,100
2023-01-07 22:12:00,48,48,100
2023-01-07 22:53:00,45,48,88
2023-01-07 23:53:00,46,49,91
2023-01-08 00:53:00,46,49,91
2023-01-08 01:53:00,46,48,94
2023-01-08 03:41:00,46,46,100
2023-01-08 03:53:00,46,47,98
2023-01-08 04:27:00,48,48,100
2023-01-08 05:04:00,48,48,100
2023-01-08 05:13:00,48,48,100
2023-01-08 05:24:00,48,48,100
2023-01-08 05:33:00,48,48,100
2023-01-08 05:41:00,48,48,100
2023-01-08 05:51:00,48,48,100
2023-01-08 06:18:00,48,48,100
2023-01-08 06:35:00,48,48,100
2023-01-08 07:01:00,48,48,100
2023-01-08 07:11:00,48,48,100
2023-01-08 07:28:00,48,48,100
2023-01-08 07:39:00,48,48,100
2023-01-08 08:21:00,48,48,100
2023-01-08 08:30:00,48,48,100
2023-01-08 08:45:00,48,48,100
2023-01-08 08:53:00,48,49,97
2023-01-08 09:25:00,48,48,100
2023-01-08 09:35:00,48,48,100
2023-01-08 09:43:00,48,48,100
2023-01-08 09:53:00,48,49,97
2023-01-08 10:26:00,48,50,94
2023-01-08 10:53:00,48,51,90
2023-01-08 11:13:00,48,50,94
2023-01-08 11:53:00,48,50,94
2023-01-08 12:53:00,46,50,88
2023-01-08 13:19:00,46,50,88
2023-01-08 13:30:00,46,50,88
2023-01-08 13:48:00,46,50,88
2023-01-08 13:53:00,46,50,88
2023-01-08 14:53:00,46,50,88
2023-01-08 15:01:00,46,50,88
2023-01-08 15:53:00,46,50,88
2023-01-08 16:11:00,46,50,88
2023-01-08 16:28:00,45,50,82
2023-01-08 16:53:00,45,50,82
2023-01-08 17:35:00,45,48,87
2023-01-08 17:53:00,41,49,74
2023-01-08 18:53:00,37,48,67
2023-01-08 19:17:00,37,46,71
2023-01-08 19:51:00,36,46,66
2023-01-08 19:53:00,36,46,67
2023-01-08 20:53:00,36,45,70
2023-01-08 21:53:00,36,43,75
2023-01-08 22:53:00,36,41,81
2023-01-08 23:53:00,34,39,82
2023-01-09 00:53:00,32,38,79
2023-01-09 01:53:00,32,37,82
2023-01-09 02:53:00,30,34,86
2023-01-09 03:21:00,32,36,87
2023-01-09 03:53:00,32,37,82
2023-01-09 04:53:00,32,38,79
2023-01-09 05:40:00,32,37,81
2023-01-09 05:53:00,32,35,89
2023-01-09 06:53:00,32,35,89
2023-01-09 07:53:00,32,37,82
2023-01-09 08:53:00,36,40,85
2023-01-09 09:53:00,36,41,81
2023-01-09 10:53:00,34,45,65
2023-01-09 11:53:00,32,46,58
2023-01-09 12:53:00,28,48,46
2023-01-09 13:53:00,27,51,39
2023-01-09 14:53:00,27,52,38
2023-01-09 15:53:00,28,50,43
2023-01-09 16:53:00,27,46,47
2023-01-09 17:53:00,27,45,49
2023-01-09 18:53:00,28,43,56
2023-01-09 19:53:00,28,41,60
2023-01-09 20:53:00,29,39,67
2023-01-09 21:53:00,29,38,70
2023-01-09 22:53:00,29,37,73
2023-01-09 23:53:00,29,37,73
2023-01-10 00:53:00,29,36,76
2023-01-10 01:53:00,28,35,76
2023-01-10 02:53:00,28,33,82
2023-01-10 03:53:00,28,32,85
2023-01-10 04:53:00,27,32,82
2023-01-10 05:53:00,27,31,85
2023-01-10 06:53:00,29,35,78
2023-01-10 07:53:00,30,36,79
2023-01-10 08:53:00,33,41,73
2023-01-10 09:53:00,33,48,56
2023-01-10 10:53:00,36,52,55
2023-01-10 11:53:00,39,57,51
2023-01-10 12:53:00,39,58,50
2023-01-10 13:53:00,39,60,46
2023-01-10 14:53:00,40,62,44
2023-01-10 15:53:00,41,62,46
2023-01-10 16:53:00,42,58,56
2023-01-10 17:53:00,42,56,60
2023-01-10 18:53:00,43,56,62
2023-01-10 19:53:00,42,52,69
2023-01-10 20:53:00,42,53,66
2023-01-10 21:53:00,41,49,74
2023-01-10 22:53:00,41,46,83
2023-01-10 23:53:00,42,49,77
2023-01-11 00:53:00,42,49,77
2023-01-11 01:53:00,43,51,74
2023-01-11 02:53:00,43,53,69
2023-01-11 03:53:00,44,54,69
2023-01-11 04:53:00,44,54,69
2023-01-11 05:53:00,46,55,72
2023-01-11 06:53:00,48,55,77
2023-01-11 07:53:00,49,55,80
2023-01-11 08:53:00,50,56,81
2023-01-11 09:53:00,52,58,81
2023-01-11 10:53:00,53,60,78
2023-01-11 11:53:00,54,62,75
2023-01-11 12:53:00,55,62,78
2023-01-11 13:53:00,55,64,73
2023-01-11 14:53:00,55,65,70
2023-01-11 15:53:00,54,65,68
2023-01-11 16:53:00,54,63,73
2023-01-11 17:53:00,54,61,78
2023-01-11 18:53:00,54,59,83
2023-01-11 19:53:00,54,58,87
2023-01-11 20:53:00,53,56,90
2023-01-11 21:53:00,55,59,87
2023-01-11 22:21:00,56,59,90
2023-01-11 22:53:00,56,60,86
2023-01-11 23:53:00,56,60,86
2023-01-12 00:53:00,56,61,84
2023-01-12 01:53:00,56,61,84
2023-01-12 02:53:00,57,62,84
2023-01-12 03:53:00,58,64,81
2023-01-12 04:53:00,58,66,75
2023-01-12 05:53:00,57,66,73
2023-01-12 06:53:00,57,66,73
2023-01-12 07:53:00,58,66,75
2023-01-12 08:53:00,58,67,73
2023-01-12 09:53:00,58,67,73
2023-01-12 10:53:00,57,66,73
2023-01-12 11:53:00,53,61,75
2023-01-12 12:53:00,56,65,73
2023-01-12 13:53:00,53,57,87
2023-01-12 14:53:00,53,59,81
2023-01-12 15:53:00,50,55,83
2023-01-12 16:53:00,46,52,80
2023-01-12 17:53:00,44,51,77
2023-01-12 18:53:00,41,46,83
2023-01-12 19:53:00,40,44,85
2023-01-12 20:53:00,38,43,82
2023-01-12 21:53:00,37,42,82
2023-01-12 22:53:00,36,41,82
2023-01-12 23:53:00,33,40,77
2023-01-13 00:53:00,32,40,73
2023-01-13 01:35:00,32,40,73
2023-01-13 01:53:00,33,38,83
2023-01-13 02:53:00,33,38,83
2023-01-13 03:53:00,33,37,86
2023-01-13 04:53:00,33,37,86
2023-01-13 05:53:00,31,36,82
2023-01-13 06:15:00,32,36,86
2023-01-13 06:53:00,30,35,82
2023-01-13 07:53:00,31,35,85
2023-01-13 08:53:00,30,35,82
2023-01-13 09:53:00,29,35,78
2023-01-13 10:13:00,30,36,79
2023-01-13 10:53:00,30,35,82
2023-01-13 11:00:00,31,35,85
2023-01-13 11:21:00,31,36,82
2023-01-13 11:29:00,30,35,82
2023-01-13 11:46:00,31,37,79
2023-01-13 11:53:00,31,36,82
2023-01-13 12:53:00,29,35,78
2023-01-13 13:53:00,29,35,78
2023-01-13 14:53:00,28,35,76
2023-01-13 15:53:00,28,34,79
2023-01-13 16:53:00,28,34,79
2023-01-13 17:53:00,28,34,79
2023-01-13 18:53:00,27,34,75
2023-01-13 19:53:00,27,33,78
2023-01-13 20:53:00,27,33,78
2023-01-13 21:53:00,27,33,78
2023-01-13 22:53:00,25,34,70
2023-01-13 23:53:00,25,34,70
2023-01-14 00:53:00,25,34,70
2023-01-14 01:53:00,24,33,70
2023-01-14 02:53:00,23,33,66
2023-01-14 03:53:00,23,33,66
2023-01-14 04:53:00,23,33,66
2023-01-14 05:53:00,23,33,66
2023-01-14 06:53:00,22,33,64
2023-01-14 07:53:00,22,33,64
2023-01-14 08:53:00,22,34,61
2023-01-14 09:53:00,22,34,61
2023-01-14 10:53:00,22,35,59
2023-01-14 11:53:00,23,36,59
2023-01-14 12:53:00,23,38,55
2023-01-14 13:02:00,22,37,54
2023-01-14 13:53:00,22,36,57
2023-01-14 14:53:00,23,40,51
2023-01-14 15:53:00,23,38,55
2023-01-14 16:53:00,23,35,61
2023-01-14 17:53:00,23,34,64
2023-01-14 18:53:00,23,33,66
2023-01-14 19:53:00,23,32,69
2023-01-14 20:53:00,23,32,69
2023-01-14 21:53:00,23,31,72
2023-01-14 22:53:00,24,30,79
2023-01-14 23:53:00,24,29,82
2023-01-15 00:53:00,23,28,81
2023-01-15 01:53:00,24,28,85
2023-01-15 02:53:00,24,28,85
2023-01-15 03:53:00,23,26,88
2023-01-15 04:53:00,22,29,75
2023-01-15 05:53:00,23,28,81
2023-01-15 06:53:00,23,28,81
2023-01-15 07:53:00,25,29,85
2023-01-15 08:53:00,26,32,79
2023-01-15 09:53:00,26,38,62
2023-01-15 10:53:00,23,41,49
2023-01-15 11:53:00,19,46,34
2023-01-15 12:53:00,17,50,27
2023-01-15 13:53:00,18,53,25
2023-01-15 14:53:00,19,53,26
2023-01-15 15:53:00,18,52,26
2023-01-15 16:53:00,20,49,32
2023-01-15 17:53:00,20,46,35
2023-01-15 18:53:00,20,45,37
2023-01-15 19:53:00,23,42,47
2023-01-15 20:53:00,22,42,45
2023-01-15 21:53:00,22,39,50
2023-01-15 22:53:00,25,36,64
2023-01-15 23:53:00,24,38,57
2023-01-16 00:53:00,21,39,48
2023-01-16 01:53:00,23,37,57
2023-01-16 02:53:00,23,40,51
2023-01-16 03:53:00,23,39,53
2023-01-16 04:53:00,24,40,53
2023-01-16 05:53:00,24,44,45
2023-01-16 06:53:00,23,45,42
2023-01-16 07:53:00,25,47,42
2023-01-16 08:53:00,27,48,44
2023-01-16 09:53:00,32,51,48
2023-01-16 10:53:00,36,55,49
2023-01-16 11:53:00,40,58,51
2023-01-16 12:53:00,41,59,51
2023-01-16 13:53:00,44,60,56
2023-01-16 14:53:00,45,59,60
2023-01-16 15:53:00,47,57,69
2023-01-16 16:53:00,48,56,75
2023-01-16 17:53:00,49,56,77
2023-01-16 18:53:00,50,55,83
2023-01-16 19:53:00,50,54,87
2023-01-16 20:53:00,50,55,83
2023-01-16 21:53:00,52,55,90
2023-01-16 22:53:00,52,56,87
2023-01-16 23:53:00,53,56,90
2023-01-17 00:53:00,53,57,87
2023-01-17 01:53:00,53,56,90
2023-01-17 02:53:00,53,55,93
2023-01-17 03:53:00,53,55,93
2023-01-17 04:53:00,53,55,93
2023-01-17 05:53:00,53,55,93
2023-01-17 06:53:00,54,57,90
2023-01-17 07:53:00,55,58,90
2023-01-17 08:53:00,56,60,86
2023-01-17 09:53:00,55,62,78
2023-01-17 10:53:00,53,65,66
2023-01-17 11:53:00,52,67,59
2023-01-17 12:53:00,50,68,53
2023-01-17 13:53:00,49,69,49
2023-01-17 14:53:00,47,68,47
2023-01-17 15:53:00,47,68,47
2023-01-17 16:53:00,47,65,52
2023-01-17 17:53:00,47,61,60
2023-01-17 18:53:00,47,58,67
2023-01-17 19:53:00,47,55,74
2023-01-17 20:53:00,46,51,83
2023-01-17 21:53:00,46,51,83
2023-01-17 22:53:00,46,49,90
2023-01-17 23:53:00,45,49,86
2023-01-18 00:53:00,44,47,90
2023-01-18 01:53:00,44,47,90
2023-01-18 02:53:00,42,46,86
2023-01-18 03:53:00,43,45,93
2023-01-18 04:53:00,43,46,89
2023-01-18 05:53:00,44,47,90
2023-01-18 06:34:00,43,46,89
2023-01-18 06:53:00,44,47,90
2023-01-18 07:53:00,45,48,89
2023-01-18 08:53:00,47,51,86
2023-01-18 09:53:00,51,53,93
2023-01-18 10:53:00,55,58,90
2023-01-18 11:53:00,57,62,84
2023-01-18 12:53:00,59,66,78
2023-01-18 13:53:00,59,67,76
2023-01-18 14:53:00,58,68,70
2023-01-18 15:53:00,58,68,70
2023-01-18 16:53:00,58,68,70
2023-01-18 17:53:00,59,68,73
2023-01-18 18:53:00,59,68,73
2023-01-18 19:53:00,59,68,73
2023-01-18 20:53:00,59,68,73
2023-01-18 21:53:00,59,70,68
2023-01-18 22:53:00,59,70,68
2023-01-18 23:53:00,59,67,76
2023-01-19 00:53:00,60,63,90
2023-01-19 01:53:00,58,62,86
2023-01-19 02:53:00,56,60,86
2023-01-19 03:53:00,53,59,82
2023-01-19 04:53:00,52,58,81
2023-01-19 05:53:00,50,54,85
2023-01-19 06:53:00,49,53,86
2023-01-19 07:53:00,50,54,87
2023-01-19 08:53:00,49,58,72
2023-01-19 09:53:00,47,61,60
2023-01-19 10:53:00,45,64,50
2023-01-19 11:53:00,36,67,32
2023-01-19 12:53:00,33,68,27
2023-01-19 13:53:00,35,66,32
2023-01-19 14:53:00,33,64,32
2023-01-19 15:53:00,36,60,41
2023-01-19 16:53:00,33,55,44
2023-01-19 17:53:00,33,52,49
2023-01-19 18:53:00,32,49,52
2023-01-19 19:53:00,32,47,56
2023-01-19 20:53:00,32,47,56
2023-01-19 21:53:00,32,47,56
2023-01-19 22:53:00,32,45,61
2023-01-19 23:53:00,30,42,62
2023-01-20 00:53:00,29,41,62
2023-01-20 01:53:00,29,40,65
2023-01-20 02:53:00,29,39,67
2023-01-20 03:53:00,29,39,67
2023-01-20 04:53:00,29,37,73
2023-01-20 05:53:00,29,36,76
2023-01-20 06:53:00,30,37,76
2023-01-20 07:53:00,30,38,73
2023-01-20 08:53:00,28,42,58
2023-01-20 09:53:00,28,43,56
2023-01-20 10:53:00,28,46,50
2023-01-20 11:53:00,27,47,46
2023-01-20 12:53:00,27,49,43
2023-01-20 13:53:00,28,50,43
2023-01-20 14:53:00,27,49,43
2023-01-20 15:53:00,28,49,44
2023-01-20 16:53:00,28,45,52
2023-01-20 17:53:00,28,43,56
2023-01-20 18:53:00,28,40,63
2023-01-20 19:53:00,28,38,68
2023-01-20 20:53:00,28,37,70
2023-01-20 21:53:00,27,35,72
2023-01-20 22:53:00,27,34,75
2023-01-20 23:53:00,26,33,75
2023-01-21 00:53:00,26,33,75
2023-01-21 01:53:00,26,33,75
2023-01-21 02:53:00,25,31,79
2023-01-21 03:53:00,25,30,82
2023-01-21 04:53:00,26,30,85
2023-01-21 05:53:00,25,30,82
2023-01-21 06:53:00,25,30,82
2023-01-21 07:53:00,27,33,78
2023-01-21 08:53:00,29,36,76
2023-01-21 09:53:00,29,40,65
2023-01-21 10:53:00,28,43,56
2023-01-21 11:53:00,28,46,50
2023-01-21 12:53:00,28,47,48
2023-01-21 13:53:00,29,49,46
2023-01-21 14:53:00,29,49,46
2023-01-21 15:53:00,29,49,46
2023-01-21 16:53:00,29,48,48
2023-01-21 17:53:00,29,46,51
2023-01-21 18:53:00,31,44,60
2023-01-21 19:53:00,31,44,60
2023-01-21 20:53:00,31,43,63
2023-01-21 21:53:00,33,43,68
2023-01-21 22:53:00,33,45,63
2023-01-21 23:53:00,35,48,61
2023-01-22 00:53:00,38,45,77
2023-01-22 01:53:00,38,46,73
2023-01-22 02:53:00,39,44,83
2023-01-22 03:53:00,40,42,92
2023-01-22 04:49:00,40,42,92
2023-01-22 05:53:00,40,42,92
2023-01-22 06:53:00,40,42,92
2023-01-22 07:53:00,40,42,92
2023-01-22 08:53:00,42,44,93
2023-01-22 09:02:00,42,44,93
2023-01-22 09:53:00,42,45,90
2023-01-22 10:53:00,43,46,89
2023-01-22 11:53:00,43,46,89
2023-01-22 12:24:00,43,46,89
2023-01-22 12:53:00,43,46,89
2023-01-22 13:53:00,42,46,86
2023-01-22 14:05:00,42,46,86
2023-01-22 14:29:00,42,46,86
2023-01-22 14:50:00,43,45,93
2023-01-22 14:53:00,42,45,90
2023-01-22 15:09:00,42,45,90
2023-01-22 15:53:00,41,45,86
2023-01-22 16:53:00,40,44,85
2023-01-22 17:53:00,38,44,79
2023-01-22 18:53:00,37,43,80
2023-01-22 19:53:00,36,43,76
2023-01-22 20:53:00,37,42,82
2023-01-22 21:53:00,36,41,82
2023-01-22 22:53:00,33,39,79
2023-01-22 23:53:00,33,39,79
2023-01-23 00:53:00,33,39,79
2023-01-23 01:53:00,32,38,79
2023-01-23 02:53:00,32,38,79
2023-01-23 03:53:00,31,38,76
2023-01-23 04:53:00,31,38,76
2023-01-23 05:53:00,31,38,76
2023-01-23 06:53:00,31,38,76
2023-01-23 07:53:00,32,39,76
2023-01-23 08:53:00,32,40,73
2023-01-23 09:53:00,32,43,65
2023-01-23 10:53:00,30,43,60
2023-01-23 11:53:00,31,47,54
2023-01-23 12:53:00,28,46,50
2023-01-23 13:53:00,28,49,44
2023-01-23 14:53:00,27,50,41
2023-01-23 15:53:00,27,50,41
2023-01-23 16:53:00,27,47,46
2023-01-23 17:53:00,27,45,49
2023-01-23 18:53:00,28,42,58
2023-01-23 19:53:00,28,42,58
2023-01-23 20:53:00,29,42,60
2023-01-23 21:53:00,28,36,73
2023-01-23 22:53:00,28,33,82
2023-01-23 23:53:00,27,32,82
2023-01-24 00:53:00,26,32,79
2023-01-24 01:53:00,26,31,82
2023-01-24 02:53:00,26,30,85
2023-01-24 03:53:00,26,29,89
2023-01-24 04:53:00,25,28,88
2023-01-24 05:53:00,24,27,89
2023-01-24 06:53:00,24,27,89
2023-01-24 07:53:00,28,30,92
2023-01-24 08:53:00,31,37,79
2023-01-24 09:53:00,32,44,63
2023-01-24 10:53:00,30,47,52
2023-01-24 11:53:00,30,48,50
2023-01-24 12:53:00,30,50,46
2023-01-24 13:53:00,27,50,41
2023-01-24 14:53:00,29,50,44
2023-01-24 15:53:00,29,50,44
2023-01-24 16:53:00,32,48,54
2023-01-24 17:53:00,31,48,52
2023-01-24 18:53:00,31,47,54
2023-01-24 19:53:00,31,48,52
2023-01-24 20:53:00,31,47,54
2023-01-24 21:53:00,31,47,54
2023-01-24 22:53:00,35,45,68
2023-01-24 23:53:00,37,42,82
2023-01-25 00:53:00,38,42,85
2023-01-25 01:44:00,39,42,89
2023-01-25 01:53:00,39,42,89
2023-01-25 02:53:00,40,43,89
